Export des établissement correspondant à  la rubrique est  2510 ;;;;;;;;;;;;;;;;;;
BASE;NUMERO;NOM;NOM USUEL;ADR EXPL 1;ADR EXPL 2;COMMUNE EXPL;DEPARTEMENT EXPL;ADR ADM 1;ADR ADM 2;COMMUNE ADM;CP ADM;BUREAU EXPEDITEUR;REGIME;REGIME SEVESO;ETAT ACTIV.;SIRET;LAMBERT 2 X;LAMBERT 2 Y
108;40;Hydro Energie du Chéran Sarl;Hydro Energie du Chéran Sarl;Pont de Banges;;CUSY;74;Pont de Banges;;CUSY;74540;CUSY;A;NS - NON SEVESO;Récolement fait;39831661200017;887460;2090398
55;2598;PRIGENT ALAIN;PRIGENT ALAIN;MENEZ GLAIRA;;PLOUIGNEAU;29;;;PLOUIGNEAU;29610;PLOUIGNEAU;;NS - NON SEVESO;A l'arrêt;;155054;2413921
61;100;SAPRR;SAPRR;LA MASSE;;CHAZEY SUR AIN;1;LA MASSE;;CHAZEY SUR AIN;1150;CHAZEY SUR AIN;;NS - NON SEVESO;A l'arrêt;16250029;826498;2103377
58;35;COCHERY Croth;COCHERY Croth;CLOS LINGUETS;;CROTH;27;;;;;;;NS - NON SEVESO;A l'arrêt;542023536;529142;2427889
70;3068;Carrière de M. MOREL à AMES;Carrière de M. MOREL à AMES;rue Philiomel;;AMES;62;;;AMES;62190;AMES;;NS - NON SEVESO;A l'arrêt;36010512600013;605881;2615548
67;208;MICHEL Baldersheim;MICHEL Baldersheim (carrière);ROUTE DE BANTZENHEIM;ZERC3;BALDERSHEIM;68;siège social: 150 rue de PFASTATT;BP 53;KINGERSHEIM;68260;KINGERSHEIM;A;NS - NON SEVESO;En fonctionnement;945451052;978738;2323729
61;1824;LES CARRIERES CHABLAISIENNES;LES CARRIERES CHABLAISIENNES;PLAINS BOIS;;LYAUD;74;6 RUE PASTEUR;;VONGY;74200;THONON LES BAINS;A;NS - NON SEVESO;En fonctionnement;796180016;920839;2157575
107;385;FAMY SAS;FAMY SAS Val d'Isère;Les gorges de la Daille;;VAL D ISERE;73;415, rue de la Poste;;VOUVRAY;1200;CHATILLON EN MICHAILLE;;NS - NON SEVESO;Récolement fait;7642002180015;965878;2059459
54;913;ROCAMAT;ROCAMAT;LONGCHANT;;RAVIERES;89;;;RAVIERES;89390;RAVIERES;;NS - NON SEVESO;Récolement fait;572086577;741900;2305600
61;197;SAPRR;SAPRR;TOUR D'ANGUY;;LEYMENT;1;TOUR D'ANGUY;;LEYMENT;1150;LEYMENT;;NS - NON SEVESO;A l'arrêt;16250029;829598;2106677
58;255;LAPERT St Vaast du Val;LAPERT St Vaast du Val;HAMEAU DE LA COTE;;ST VAAST DU VAL;76;;;ST VAAST DU VAL;76890;ST VAAST DU VAL;;NS - NON SEVESO;A l'arrêt;662742303;504226;2522185
61;698;GALET JEAN SARL ;GALET JEAN SARL ;LES POTUS;;PONT DE L ISERE;26;LES POTUS;;PONT DE L ISERE;26600;PONT DE L ISERE;;NS - NON SEVESO;A l'arrêt;300971470;799867;2003648
55;2807;TP 3 PROVINCES (ex MANCHE TERRASSEMENT);TP 3 PROVINCES (ex MANCHE TERRASSEMENT);BOIS ARCAN;;LOUVIGNE DU DESERT;35;;;LOUVIGNE DU DESERT;35420;LOUVIGNE DU DESERT;;NS - NON SEVESO;Récolement fait;777699026;343699;2394262
68;1051;DECREMPS SAS;DECREMPS SAS;Pech Redon, Labrousse, Camp de bouxe  ;& Les Fumelles;ST DENIS CATUS;46;Z.I. d'Englandière;;CAHORS;46000;CAHORS;A;NS - NON SEVESO;En fonctionnement;323574772;524646;1953129
62;3837;SA VURPILLOT & CIE;SA VURPILLOT & CIE;LES AVIAUX;;TANNOIS;55;;;TANNOIS;55000;TANNOIS;;NS - NON SEVESO;A l'arrêt;334;812331;2416586
67;182;HOLCIM MORTIERS;HOLCIM MORTIERS  (Wasselonne);Halten;;WASSELONNE;67;;;BRECHLINGEN;67310;WASSELONNE;;NS - NON SEVESO;Récolement fait;377250097;976335;2416659
57;359;HOLCIM GRANULATS La Garenne;HOLCIM GRANULATS La Garenne;LA GARENNE - LES CORVEES (LA ROTHIERE);;PETIT MESNIL;10;41, rue Delizy Bat B - 6ème étage;;PANTIN;93692;PANTIN CEDEX;A;NS - NON SEVESO;En fonctionnement;334871431;766111;2374493
64;1218;GUERIN;CARRIERE GUERIN LES RICOUS;Les Ricous;;ST JEAN ST NICOLAS;5;Les Ricous;;LE PONT DU FOSSE;5260;ST JEAN ST NICOLAS;A;NS - NON SEVESO;A l'arrêt;;911291;1972473
55;2828;LEBEDEL LOUIS;LEBEDEL LOUIS;LA RIBAUDIERE;;LOUVIGNE DU DESERT;35;;;LOUVIGNE DU DESERT;35420;LOUVIGNE DU DESERT;;NS - NON SEVESO;A l'arrêt;777699224;345739;2394328
100;2943;SOC SCREG ROUTES ET TRAV;SOC SCREG ROUTES ET TRAV;VARENNE PONT HERAULT;;AZAY LE RIDEAU;37;;;AZAY LE RIDEAU;37190;AZAY LE RIDEAU;;NS - NON SEVESO;A l'arrêt;;454226;2254625
63;3921;CARRIERE AUBRON ET MECHINEAU;AUBRON ET MECHINEAU LA RACINE;La Racine;;GORGES;44;Le Chardon;;GORGES;44190;GORGES;A;NS - NON SEVESO;En fonctionnement;85780003100026;322898;2239684
67;345;GRAVE ECO;GRAVE ECO;RETZ;;VOEGTLINSHOFFEN;68;67 RUE DU TIEFENBACH;;WINTZENHEIM;68920;WINTZENHEIM;A;NS - NON SEVESO;Récolement fait;382358042;967280;2347812
163;97;BESANCON SNC;BESANCON SNC (Chapdes-Beaufort);"""RIVEAU CHABANNE""";;CHAPDES BEAUFORT;63;;;TRALAIGUES;63380;TRALAIGUES;A;NS - NON SEVESO;En fonctionnement;31145122300011;639828;2098312
61;1823;SARL CORBET FRERES;SARL CORBET FRERES;LES BLATANGES;;LYAUD;74;LES BLATANGES;;LYAUD;74200;LYAUD;;NS - NON SEVESO;A l'arrêt;303600936;921998;2157077
56;990;QUINSAT  BERNARD ET MAURICE;QUINSAT  BERNARD ET MAURICE (Beauregard);MARGNAT;;BEAUREGARD L EVEQUE;63;Domaine du Marrant;;BEAUREGARD L EVEQUE;63116;BEAUREGARD L EVEQUE;;NS - NON SEVESO;A l'arrêt;1019;673291;2091145
55;2871;SOCIETE RENNAISE DE DRAGAGES;SOCIETE RENNAISE DE DRAGAGES;LA BIARDAIS;;MORDELLES;35;;;MORDELLES;35310;MORDELLES;;NS - NON SEVESO;Récolement fait;58920057500043;288972;2349496
61;271;GRANULATS RHONE ALPES;GRANULATS RHONE ALPES;LA GRAVIERE;;REYRIEUX;1;LA GRAVIERE;;REYRIEUX;1600;REYRIEUX;;NS - NON SEVESO;A l'arrêt;768200255;792898;2106877
61;890;DALPHINET ANDRE;DALPHINET ANDRE;LE DOZIER;;HIERES SUR AMBY;38;LE DOZIER;;HIERES SUR AMBY;38118;HIERES SUR AMBY;;NS - NON SEVESO;A l'arrêt;780135349;829798;2092877
62;3425;PAGLIARIN (dessous bois de côte);PAGLIARIN (dessous bois de côte);;;CRIVILLER;54;;;CRIVILLER;54120;BACCARAT;;NS - NON SEVESO;A l'arrêt;764801403;925882;2392457
61;1349;ETS JOSEPH REVIN;ETS JOSEPH REVIN;LE GOURD;;CIVRIEUX D AZERGUES;69;LE GOURD;;CIVRIEUX D AZERGUES;69380;CIVRIEUX D AZERGUES;;NS - NON SEVESO;A l'arrêt;583780093;784498;2098177
61;1133;SA THOMAS PERE & FILS;SA THOMAS PERE & FILS;SECTION B;;ANDREZIEUX BOUTHEON;42;SECTION B;;ANDREZIEUX BOUTHEON;42160;ANDREZIEUX BOUTHEON;;NS - NON SEVESO;A l'arrêt;885550236;749898;2060277
61;163;SOC VINCENT & FILS;SOC VINCENT & FILS;PONCIAZ;;HAUTEVILLE LOMPNES;1;PONCIAZ;;HAUTEVILLE LOMPNES;1110;HAUTEVILLE LOMPNES;;NS - NON SEVESO;A l'arrêt;765200944;853098;2113977
68;2102;ARDOISIERES DU COUSERANS;ARDOISIERES DU COUSERANS;Rasclauses;;ST LARY;9;;;ST LARY;9800;ST LARY;;NS - NON SEVESO;A l'arrêt;39852580800018;482050;1770678
100;3515;LANDRE;LANDRE;La Genetière;;VILLEFRANCHE SUR CHER;41;BP 10;;VILLEFRANCHE SUR CHER;41200;VILLEFRANCHE SUR CHER;;NS - NON SEVESO;A l'arrêt;;557009;2254923
62;3582;HOLCIM GRANULATS Vandières;HOLCIM GRANULATS Vandières;Sous Chécohée, les Cugnots;;VANDIERES;54;HOLCIM GRANULATS;CS 30140;;;;;NS - NON SEVESO;Récolement fait;33389261000036;871270;2446560
62;1052;COGESUD;COGESUD - Bréhain;;;BREHAIN;57;10 rue du Bois de la Champelle;;VANDOEUVRE LES NANCY;54500;VANDOEUVRE LES NANCY;A;NS - NON SEVESO;En fonctionnement;76880061700013;909570;2442720
70;86;SCR SA.;SCR SA.;TERRIL 174  SABATIER SUD;;RAISMES;59;;;RAISMES;59590;RAISMES;;NS - NON SEVESO;Récolement fait;542094792;681641;2601436
66;2104;PRUNIERES EQUIPEMENTS LOCATION;CARRIERE PRUNIERES EQUIPEMENTS LOCATION ;""" Le Truc de Monchan """;;LA FAGE MONTIVERNOUX;48;Route de Nasbinals;;AUMONT AUBRAC;48130;AUMONT AUBRAC;;NS - NON SEVESO;Cessation déclarée;33366145200024;666095;1972702
61;948;SALOMON JARJAILLE ENTR ;SALOMON JARJAILLE ENTR ;CHASSAGNON & POYET;;PARMILIEU;38;CHASSAGNON & POYET;;PARMILIEU;38390;PARMILIEU;;NS - NON SEVESO;A l'arrêt;553620188;834398;2097777
51;5078;BATICLE Jean-Louis;BATICLE Jean-Louis;La Pierre;;MARTINCOURT;60;10 rue de Catheux;;LIHUS;60360;LIHUS;D;NS - NON SEVESO;En fonctionnement;;568029;2502970
61;1940;ANNECY BETON;ANNECY BETON;CHATEAU DES FEES;;SILLINGY;74;CHATEAU DES FEES;;SILLINGY;74330;SILLINGY;;NS - NON SEVESO;A l'arrêt;326020062;886598;2111677
61;630;FAYOL SA;FAYOL SA;LA BOUVATTE LES RENNES;;LARNAGE;26;2 ROUTE DE LARNAGE;B.P. 11;TAIN L HERMITAGE;26600;TAIN L HERMITAGE;A;NS - NON SEVESO;En fonctionnement;318649001;798469;2014451
68;7869;PECHINEY ELECTROMETALLURGIE;PECHINEY ELECTROMETALLURGIE;;;THEBE;65;;;THEBE;65370;THEBE;;NS - NON SEVESO;Récolement fait;;458195;1773923
70;247;SURSCHISTE - Hersin 5;SURSCHISTE - Hersin 5;39 DIT 5 DE NOEUX;;HERSIN COUPIGNY;62;;;HERSIN COUPIGNY;62530;HERSIN COUPIGNY;NC;NS - NON SEVESO;Récolement fait;366200442;621988;2605163
100;3561;VAUVELLE RENE;VAUVELLE RENE;PLAINE ST AIGNAN GUE;;BOUZY LA FORET;45;;;BOUZY LA FORET;45460;BOUZY LA FORET;;NS - NON SEVESO;A l'arrêt;;598207;2316335
100;3610;SA ROLAND FRERES;SA ROLAND FRERES;LA CROIX SAUNIER;;CHEVILLON SUR HUILLARD;45;;;CHEVILLON SUR HUILLARD;45700;CHEVILLON SUR HUILLARD;NC;NS - NON SEVESO;A l'arrêt;;623871;2331180
67;162;SABLIERES J.LEONHART;LEONHART (Sélestat sud);In den Hoefflen;ZERC4;SELESTAT;67;SABLIERES J. LEONHART;2 avenue de la Liberté - BP 70005;SELESTAT;67600;SELESTAT;A;NS - NON SEVESO;En fonctionnement;916020175;978396;2371651
59;1690;MAIRIE DE LOULLE;MAIRIE DE LOULLE;BOIS DU SALPETRIER;;LOULLE;39;;;LOULLE;39300;LOULLE;NC;NS - NON SEVESO;A l'arrêt;637;870985;2195910
61;697;LANTHEAUME JEAN ;LANTHEAUME JEAN ;LES VIRIEUX;;PONT DE L ISERE;26;LES VIRIEUX;;PONT DE L ISERE;26600;PONT DE L ISERE;;NS - NON SEVESO;Récolement fait;436871354;799867;2003648
67;240;D.D.E. DU HAUT RHIN Cernay;D.D.E. DU HAUT RHIN Cernay;ROSENGARTEN;;CERNAY;68;;;CERNAY;68700;CERNAY;A;NS - NON SEVESO;Récolement fait;778904508;962885;2320993
61;1166;DUCREUX CLAUDIUS;DUCREUX CLAUDIUS;RANDAN;;CIVENS;42;RANDAN;;CIVENS;42110;CIVENS;;NS - NON SEVESO;A l'arrêt;776301277;748798;2088177
61;95;FAMY & CIE SARL;FAMY & CIE SARL;LES CHOUETTES;;CHATILLON EN MICHAILLE;1;LES CHOUETTES;;VOUVRAY;1200;CHATILLON EN MICHAILLE;;NS - NON SEVESO;A l'arrêt;764200218;867198;2132977
58;68;GSM Heudreville s/Eure;GSM Heudreville s/Eure;Lieu-dit La Garenne;;HEUDREVILLE SUR EURE;27;R+g. Seine Littoral Technosite BruyÌres;8, rue Jean Rostand;LE PETIT QUEVILLY;76140;LE PETIT QUEVILLY;;NS - NON SEVESO;A l'arrêt;669803652;516229;2460030
51;6356;S.A.S. GUINTOLI;GUINTOLI;"""Le Fort""";;ESPAUBOURG;60;Agence de Vernon;12, Route de Rouen;ST MARCEL;27950;ST MARCEL;A;NS - NON SEVESO;En construction;44775408600018;565821;2491668
61;682;RUSSIER ENTR.;RUSSIER ENTR.;LES BATAILLES;;OURCHES;26;LES BATAILLES;;OURCHES;26120;OURCHES;;NS - NON SEVESO;Récolement fait;996610481;812308;1982814
67;328;EST GRANULATS;GMR (ex Est Granulats);HELLHOF;;ST LOUIS;68;;;ST LOUIS LA CHAUSSEE;68300;ST LOUIS;A;NS - NON SEVESO;A l'arrêt;946050614;991414;2301432
222;97;SEC LAMINA - Carrière Petit Anse;SEC LAMINA - Carrière Petit Anse;"""Petit Anse""";;LES ANSES D ARLET;972;Immeuble H. Joly;Rue Schoelcher;RIVIERE SALEE PETIT BOURG;97215;RIVIERE SALEE;A;NS - NON SEVESO;A l'arrêt;;0;0
54;1443;COLAS EST-dijon;COLAS EST-dijon;Le Paquier de Bray;;DIJON;21;COLAS EST;BP 58;LONGVIC;21602;LONGVIC CEDEX;A;NS - NON SEVESO;En fonctionnement;;807027;2258689
57;899;RONCARI & GAZZOLI BTP Villers le Sec;RONCARI & GAZZOLI BTP Villers le Sec;LES GRANDS PRES;;VILLERS LE SEC;51;;;VITRY EN PERTHOIS;51300;VITRY EN PERTHOIS;;NS - NON SEVESO;Récolement fait;736720038;784651;2425617
64;1251;SIO - MTP;CARRIERE SIOMTP;CARRIERE DE MORNAS;Mérindol ouest;MORNAS;84;CARRIERE DE MORNAS;;MORNAS;84550;MORNAS;;NS - NON SEVESO;Récolement fait;;791192;1914310
66;1434;CARRIERE CUFI FRERES SARL NEFIACH;CARRIERE CUFI FRERES NEFIACH;Bente Farine;;NEFIACH;66;La Sablière;;NEFIACH;66170;NEFIACH;A;NS - NON SEVESO;En fonctionnement;31187738500014;626159;1743858
51;3211;ROCAMAT Saint Maximin;ROCAMAT Saint Maximin;"""Le Bosquet de l'Ange""";"""Les Pièces Compiègne""";ST MAXIMIN;60;58 Quai de la Marine;;L ILE ST DENIS;93450;L ILE ST DENIS;A;NS - NON SEVESO;En fonctionnement;572086577;608561;2468534
61;9394;S.A.R.L. Sablières VIGNAL;Sablières VIGNAL  Les Gaquets et Mourier;"lieux-dits ""Les Gaquets"" et ""Mourier""";;MONTOISON;26;les Gaquets;;MONTOISON;26800;MONTOISON;A;NS - NON SEVESO;En fonctionnement;38833471600015;803481;1981345
51;6672;SARL HUMTERTRANS;HUMTERTRANS (carrière);Route du Moint de Bonneil;CROGIS;ESSOMES SUR MARNE;2;Route du Moint de Bonneil;CROGIS;ESSOMES SUR MARNE;2400;ESSOMES SUR MARNE;A;NS - NON SEVESO;En fonctionnement;43206242000018;673622;2447453
100;2972;SOC DALLAY PERE ET FILS;SOC DALLAY PERE ET FILS;LE MARCHAIS RIMBAULT;;CHAMBON;37;;;CHAMBON;37290;CHAMBON;;NS - NON SEVESO;A l'arrêt;;482880;2206062
100;3460;SACATRA;SACATRA;LIT DU CHER;;SELLES SUR CHER;41;;;SELLES SUR CHER;41130;SELLES SUR CHER;;NS - NON SEVESO;A l'arrêt;32911957200017;540602;2253107
70;3130;STB MATERIAUX SAS;STB MATERIAUX SAS;CAPETTE;;LOFFRE;59;2A rue Emile BASLY;DON BP12;WAVRIN;59536;WAVRIN CEDEX;A;NS - NON SEVESO;En fonctionnement;45550137900032;659794;2595518
64;7043;M. et Mme FERRATO;FERRATO ;Le Logis d'Anne ;RN 96;JOUQUES;13;Quartier Saint Julien;18 Traverse de Courtrai;MARSEILLE 12;13012;MARSEILLE;A;NS - NON SEVESO;En fonctionnement;;868333;1852697
63;379;BOUYER LEROUX ;BOUYER LEROUX Roussière;LA ROUSSIERE;;ST GERMAIN SUR MOINE;49;L ETABLERE;BP 5;;;;;NS - NON SEVESO;Récolement fait;31869768700016;338403;2243843
100;3762;JALLAT MARCEL;JALLAT MARCEL;LIT DE LOIRE RD;;TAVERS;45;;;TAVERS;45190;TAVERS;;NS - NON SEVESO;A l'arrêt;;545904;2306682
70;78;NOUVELLE SICEM;NOUVELLE SICEM;TERRIL 6 OIGNIES;;OSTRICOURT;59;;;OSTRICOURT;59162;OSTRICOURT;;NS - NON SEVESO;Récolement fait;315635938;648140;2606612
61;127;DANNENMULLER THIERRY;DANNENMULLER THIERRY;SUR LA GONNE;;DRUILLAT;1;SUR LA GONNE;;DRUILLAT;1160;DRUILLAT;;NS - NON SEVESO;A l'arrêt;756102307;830398;2122077
59;1812;DIRECTION DEPARTEMENTALE DE L'EQUIPEMENT;DIRECTION DEPARTEMENTALE DE L'EQUIPEMENT;ROCHE DE LA LIGNE;;ESMOULIERES;70;;;ESMOULIERES;70310;ESMOULIERES;;NS - NON SEVESO;A l'arrêt;436;920000;2325700
56;547;FRADIN PAUL;FRADIN PAUL (abandon);LE GOUR SAILLANT;;FERRIERES SUR SICHON;3;le Bourg;;FERRIERES SUR SICHON;3250;FERRIERES SUR SICHON;;NS - NON SEVESO;A l'arrêt;976711549;702716;2113617
72;2702;IMERYS CERAMICS - ;IMERYS CERAMICS FRANCE - Edon;Cagouilles et Tonnelle du Parc;- Gds Bois etc...;EDON;16;La Terre des Landes;Site de César;ST SULPICE DE MAREUIL;24340;ST SULPICE DE MAREUIL;A;NS - NON SEVESO;En fonctionnement;;444848;2057132
51;3103;S.A. GOBITTA;S.A. GOBITTA;LA GARENNE;;LACHELLE;60;Z.I. PORT SALUT;;VERBERIE;60410;VERBERIE;;NS - NON SEVESO;A l'arrêt;695974793;628782;2494570
100;3734;CIMENT ROUTE;CIMENT ROUTE;Les Prélandes - La Maladrerie;La Forcinerie;ST GONDON;45;11 avenue Henri Barbusse;BP 91009;VILLEMANDEUR;45701;VILLEMANDEUR CEDEX;A;NS - NON SEVESO;En fonctionnement;83595003100012;614671;2300583
61;1556;SAMBUIS FRERES;SAMBUIS FRERES;PLAN DES ROIS;;FONTCOUVERTE LA TOUSSUIRE;73;PLAN DES ROIS;;LA TOUSSUIRE;73300;FONTCOUVERTE LA TOUSSUIRE;;NS - NON SEVESO;A l'arrêt;930091034;912149;2034109
65;2734;Société des Carrières de Souppes / Loing;SCSL Souppes Endurcy;L'Endurcy;77458002;SOUPPES SUR LOING;77;LE COUDRAY;;SOUPPES SUR LOING;77460;SOUPPES SUR LOING;A;NS - NON SEVESO;En fonctionnement;41425211400015;627871;2354253
61;771;SNCF;SNCF;LES VESONIERES;;UPIE;26;LES VESONIERES;;UPIE;26120;UPIE;;NS - NON SEVESO;A l'arrêt;552049447;808904;1981551
59;1810;FEDY SARL (Echenoz le Sec);FEDY SARL (Echenoz le Sec);EN FARRIVEAU;;ECHENOZ LE SEC;70;;;ECHENOZ LE SEC;70000;ECHENOZ LE SEC;;NS - NON SEVESO;A l'arrêt;602820623;884980;2289063
100;3576;CARRIERES DE BUCY;CARRIERES DE BUCY;BOIS D^AMUNG;;BUCY ST LIPHARD;45;;;BUCY ST LIPHARD;45140;BUCY ST LIPHARD;;NS - NON SEVESO;A l'arrêt;;557374;2326337
59;1585;SARL Carrières DUBOZ;DUBOZ;"Lieu-dit ""Bois des Epaisses""";;SANCEY LE LONG;25;;;DOMPREL;25510;DOMPREL;A;NS - NON SEVESO;En fonctionnement;40093005300014;924707;2263408
67;232;SABLIERE DE CERNAY;SABLIERE DE CERNAY;WIEHWEIDE;;CERNAY;68;;;CERNAY;68700;CERNAY;A;NS - NON SEVESO;Récolement fait;945752780;962885;2320993
100;3479;ENTREPRISE JEAN LEFEBVRE;ENTREPRISE JEAN LEFEBVRE;LIT DE LA LOIRE;;SUEVRES;41;;;SUEVRES;41500;SUEVRES;;NS - NON SEVESO;A l'arrêt;;534256;2296775
64;1217;GUERIN;CARRIERE GUERIN CHAMPOLEON;Lit du Drac;;CHAMPOLEON;5;Montdauphin;;EYGLIERS;5600;EYGLIERS;;NS - NON SEVESO;A l'arrêt;;911350;1975081
68;3490;JACOB RICHARD;JACOB RICHARD;Le Traves;;ST SALVY DE LA BALME;81;La Sigarié;;ST SALVY DE LA BALME;81490;ST SALVY DE LA BALME;A;NS - NON SEVESO;En fonctionnement;;604963;1845234
53;5738;LECLUZE André;LECLUZE André;Hôtel Beaufils;;QUIBOU;50;Hôtel Beaufils;;QUIBOU;50750;QUIBOU;;NS - NON SEVESO;A l'arrêt;;323326;2462753
55;3072;CARRIERES DE BRETAGNE SUD;CBS (COSQUER);COSQUER;;CALAN;56;Kervinel;;GUILLIGOMARC H;29300;GUILLIGOMARC H;;NS - NON SEVESO;Récolement fait;39868429000016;178184;2333592
59;1856;ZANCARINI FRERES (Montagney);ZANCARINI FRERES (Montagney);Les Essarts;;MONTAGNEY;70;;;MONTAGNEY;70140;MONTAGNEY;;NS - NON SEVESO;A l'arrêt;425750171;851474;2259338
61;1340;GMRT (La forêt);GMRT (La forêt);LA FORET;;BOURG DE THIZY;69;LA FORET;;BOURG DE THIZY;69240;BOURG DE THIZY;;NS - NON SEVESO;Récolement fait;726680168;750443;2117678
100;2766;SYND.EXPL.MARNE.CLERE DU BOIS;SYND.EXPL.MARNE.CLERE DU BOIS;Le Pigne;;CLERE DU BOIS;36;;;CLERE DU BOIS;36700;CLERE DU BOIS;;NS - NON SEVESO;A l'arrêt;;506117;2214435
57;3300;SCREG EST Saint-Martin-lès-Langres;SCREG EST Saint-Martin-lès-Langres;;;ST MARTIN LES LANGRES;52;;;ST MARTIN LES LANGRES;52200;ST MARTIN LES LANGRES;;NS - NON SEVESO;En construction;31458387300067;818991;2326071
100;3279;ENTREPRISE JEAN LEFEBVRE;ENTREPRISE JEAN LEFEBVRE;GRANDES PERRIERES;;CONTRES;41;;;CONTRES;41700;CONTRES;;NS - NON SEVESO;A l'arrêt;;531440;2269196
61;8228;SECO ;SECO Upie;Les Vignarets Est;;UPIE;26;LES BLANCS;;ST MARCEL LES VALENCE;26320;ST MARCEL LES VALENCE;;NS - NON SEVESO;En fonctionnement;;808906;1981574
66;3879;SAMAC;SAMAC;Les marbrières du Jaur;;ST PONS DE THOMIERES;34;SAMAC;Les marbrières du Jaur;ST PONS DE THOMIERES;34220;ST PONS DE THOMIERES;A;NS - NON SEVESO;En fonctionnement;42903924300018;632820;1830863
61;1822;MAIRIE DE LE LYAUD;MAIRIE DE LE LYAUD;LA PERREUSE;;LYAUD;74;LA PERREUSE;;LYAUD;74200;LYAUD;;NS - NON SEVESO;A l'arrêt;776584005;921998;2157077
68;3136;ASF;ASF (Nohic);Al Grec;;NOHIC;82;Al Grec;;PARIS 16;75116;PARIS;;NS - NON SEVESO;Récolement fait;;527885;1876731
58;147;SETT DERREY Belleville en Caux;SETT DERREY Belleville en Caux;LE TRAVERSIN;;BELLEVILLE EN CAUX;76;;;BELLEVILLE EN CAUX;76890;BELLEVILLE EN CAUX;;NS - NON SEVESO;A l'arrêt;303354336;502040;2523664
67;126;COMMUNE D'OHNENHEIM;COMMUNE D'OHNENHEIM;PETERS HAUESEL;ZERC4;OHNENHEIM;67;;;OHNENHEIM;67390;OHNENHEIM;A;NS - NON SEVESO;A l'arrêt;778795286;984210;2366988
61;524;ROUCHIER S.A. ;ROUCHIER S.A. ;TALAVARD;;BOURG LES VALENCE;26;TALAVARD;;BOURG LES VALENCE;26500;BOURG LES VALENCE;;NS - NON SEVESO;Récolement fait;330026362;811587;1998881
282;4;Carrière Commune de PENIN;Carrière Commune de PENIN;;;PENIN;62;;;PENIN;62127;PENIN;;NS - NON SEVESO;Récolement fait;;610964;2592570
62;3583;MITHOUARD SACOMOS Vandières;MITHOUARD SACOMOS Vandières;En Poux;;VANDIERES;54;En Poux;;VANDIERES;54121;VANDIERES;;NS - NON SEVESO;A l'arrêt;357802149;869625;2446188
70;249;LECAT;LECAT;TERRILS 40 ET 41;;HERSIN COUPIGNY;62;;;HERSIN COUPIGNY;62530;HERSIN COUPIGNY;;NS - NON SEVESO;A l'arrêt;325348589;621988;2605163
61;893;LOPRETE JOSEPH;LOPRETE JOSEPH;LA PLAINE;;HIERES SUR AMBY;38;LA PLAINE;;HIERES SUR AMBY;38118;HIERES SUR AMBY;;NS - NON SEVESO;Récolement fait;779630565;828295;2091731
163;208;Roux Exploitation de Carrières RECG;RECG (St Diéry);Les Caves de Joannes;;ST DIERY;63;5, avenue Marie-Curie;Zi les Listes - BP 48;ISSOIRE;63500;ISSOIRE;A;NS - NON SEVESO;En fonctionnement;43430593400011;651514;2061069
61;1486;ENTR. MAZZA TP;ENTR. MAZZA TP;PAIN DE SUCRE;;SOLAIZE;69;PAIN DE SUCRE;;SOLAIZE;69360;SOLAIZE;;NS - NON SEVESO;A l'arrêt;959503681;794998;2073977
54;416;POTERIE DES GUIMARDS SARL;POTERIE DES GUIMARDS SARL;Les Beaux Arts;;ST AMAND EN PUISAYE;58;;;BITRY;58310;BITRY;A;NS - NON SEVESO;En fonctionnement;307049429;654219;2280388
61;653;CHEVAL FRERES S.A. ;CHEVAL FRERES S.A. ;BRAMEFAIM CHARSAC;;MIRABEL ET BLACONS;26;BRAMEFAIM CHARSAC;;MIRABEL ET BLACONS;26400;MIRABEL ET BLACONS;;NS - NON SEVESO;A l'arrêt;313075038;818225;1971460
70;343;DDE;DDE;HUPLANDRE;;PERNES LES BOULOGNE;62;;;PERNES LES BOULOGNE;62126;PERNES LES BOULOGNE;;NS - NON SEVESO;A l'arrêt;1343;554662;2639425
100;2310;CASSIER SA;CASSIER SA - Les Pointards;Les Pointards;;BRINON SUR SAULDRE;18;Rue du Chemin de Fer;;ARGENT SUR SAULDRE;18410;ARGENT SUR SAULDRE;A;NS - NON SEVESO;En fonctionnement;61372034100015;594900;2283800
61;889;COTTERLI HUBERT;COTTERLI HUBERT;LE MAUPAS;;HIERES SUR AMBY;38;LE MAUPAS;;HIERES SUR AMBY;38118;HIERES SUR AMBY;;NS - NON SEVESO;A l'arrêt;779561653;829798;2092877
100;3096;SOC PROPRIETAIRES REUNIS;SOC PROPRIETAIRES REUNIS;LA FOSSE AUX LADRES*;;MONTS;37;;;MONTS;37260;MONTS;;NS - NON SEVESO;A l'arrêt;;472206;2256749
61;115;MATHIEU ANDRE;MATHIEU ANDRE;LE PIED DU MONT;;CROZET;1;LE PIED DU MONT;;CROZET;1170;CROZET;;NS - NON SEVESO;Cessation déclarée;766103162;883449;2150449
60;59;ATS;ATS (ex DESMICHEL);CHAMP FROID;;MEYMAC;19;CHAMP FROID;;MEYMAC;19250;MEYMAC;A;NS - NON SEVESO;En fonctionnement;39482907100015;584312;2056383
51;4746;DEMAZURE (GAEC ...);DEMAZURE (GAEC ...);FOND DU BOIS;;THIEUX;60;31 RUE DEMAZURE;;THIEUX;60480;THIEUX;D;NS - NON SEVESO;En fonctionnement;38045334000016;598666;2505137
