Identifiant	Nom	N° Siret	Département	CP	Commune	N° Gidic	X-Lambert-93	Y-Lambert-93	Année début	Année fin	Activité	Raison sociale	Date fin arrêté	Substance	Année1	Année2	Explosifs
72273	Parc de Puygareau		86	86265	SOSSAIS	072.01737	499138.84	6643127.66	1989	2019	Oui	M. BARON JEAN-MARIE	05 06 2019	Roche calcaire	1989	2019	
72275	Les Conques		30	30055	BROUZET-LES-ALES	066.00486	800912.82	6339005.25	1974	2034	Oui	SOCIETE D'EXPLOITATION DES ETABLISSEMENTS JEAN-CLAUDE LAUZE DERVILLE-MARBRES FRANCAIS	20 10 2034	Roche calcaire	1974	2034	
72276	Champ de Flandre		03	03107	EBREUIL	164.00005	708379.52	6553757.66	2003	2033	Oui	SEMONSAT FILS	07 02 2033	Granite, granodiorite, etc	2003	2033	
72277	Sous Les Vignes		19	19220	SAINT-MARTIAL-DE-GIMEL	060.00488	609433.91	6465210.17	1994	2009	Oui	EYREIN TP MENDES ET FILS	21 10 2009	Amphibolite	1995	2009	
72278	Les Bagnettes		03	03107	EBREUIL	056.00540	706369.20	6558189.93	1987	2017	Oui	PINEL FRERES	09 06 2017	Roche calcaire	1987	2017	
72279	Baume Tézounnières		30	30176	MONTDARDIER	066.00593	746881.87	6316865.26	1994	2030	Oui	LES CARRIERES DE MONTDARDIER PROROCH CARRIERES DU LUBERON DEJEAN PIERRE	16 12 2030	Roche calcaire	1994	2030	
72280	Champs du Puits des Vallées et Champs de la Quallère		86	86268	TERCE	072.04171	511524.92	6604686.29	2003	2033	Oui	SOCIETE DES CARRIERES DE LA VIENNE	11 07 2033	Roche calcaire	2003	2033	
72281	Baume Tézounnières		30	30176	MONTDARDIER	066.00592	746895.83	6316681.90	1979	2015	Oui	LES CARRIÈRES DE MONTARDIER BONNAFOUS DESHONS MAURICE	20 06 2015	Roche calcaire	1979	2015	
72282	Beauvoir		03	03108	ECHASSIERES	056.00543	696524.23	6564325.28	1991	2020	Oui	IMERYS CERAMICS FRANCE DENAIN ANZIN MINERAUX KAOLINS DE BEAUVOIR	20 01 2020	Kaolinite	1991	2020	
72283	Les Vergers		03	03113	FERRIERES-SUR-SICHON	056.00545	750358.25	6549944.98	1990	2032	Oui	GITENAY DANIEL	17 01 2032	Granite, granodiorite, etc	1990	2032	
72284	Puy Chabanier	31691486000028	19	19238	SAINT-REMY	060.00489	642945.64	6509276.87	1991	2040	Oui	GRANITS DU CENTRE SIORAT	18 01 2040	Migmatite	1991	2040	
72285	La Martinère		86	86275	USSEAU	072.01711	509940.89	6644044.83	1988	2024	Oui	MAQUIGNON FRERES	10 05 1996	Craie	1988	2022	
72286	La Ferme de Rouzat		03	03118	GANNAT	056.01422	712874.53	6554575.38	2000	2020	Oui	SEMONSAT FILS	06 01 2020	Granite, granodiorite, etc	2000	2020	
72287	Lascombes		30	30176	MONTDARDIER	066.00595	746327.09	6316256.91	1992	2009	Oui	LES CARRIERES DE MONTDARDIER GAYRAUD RAYMOND	27 09 2009	Roche calcaire	1992	2009	
72288	Le Carroi		86	86275	USSEAU	072.01695	509958.24	6645704.54	1992	2008	Non	M. PLAULT MAURICE DURAND FRERES M. DURAND JACQUES	22 07 2008	Roche calcaire	1992	2007	
72289	Quartier de Villeverde		30	30189	NIMES	066.00614	806682.90	6307829.43	1979	2032	Oui	CARRIERE ROMAINE DE ROQUEMAILLERE SOCIETE LANGUEDOCIENNE DE TRAVAUX PUBLICS	26 06 2032	Roche calcaire	1979	2032	
72290	Le Puy Clermont, Les Prés de la Bâtisse		03	03118	GANNAT	056.00548	713981.20	6553399.01	1973	2038	Oui	BONARGENT-GOYON CHAUX D'AUVERGNE SICHO	25 09 2017	Roche calcaire	1973	2038	
72291	Le Rocher		15	15025	ALBEPIERRE-BREDONS	162.00026	687648.52	6444327.25	2004	2019	Oui	GOUZE	18 06 2019	Andésite	2004	2019	
72293	Saint-Antoine		03	03118	GANNAT	056.00550	713327.33	6556016.91	1992	2027	Oui	CONCASSAGE EXTRACT RECYCL FOURNITURES	09 07 2027	Roche métamorphique	1992	2027	
72295	Les Coutures		03	03128	HURIEL	056.00555	660286.22	6584588.83	1980	2010	Oui	CARRIERES DU MONTLUCONNAIS	10 03 2010	Gneiss	1980	2010	
72296	La Gente		19	19240	SAINT-SALVADOUR	060.00100	602980.05	6479187.36	1973	2012	Oui	DESHORS ET FILS DESHORS MAURICE	12 08 2012	Gneiss	1973	2012	
72298	La Rampadière		15	15003	ALLY	056.00674	646037.24	6454519.91	1977	2028	Oui	CROUTE ENTREPRISE CROUTE MOISE	12 01 2028	Basalte	1977	2028	
72303	Le Lisette		03	03142	LENAX	056.00557	763157.35	6576051.68	1997	2012	Oui	CARRIERE DE LENAX	19 06 2012	Granite, granodiorite, etc	1997	2012	
72304	Petit Roc Taillé		30	30189	NIMES	066.00617	803137.55	6310762.71	1991	2021	Oui	SALA GRANITS	20 12 2003	Roche calcaire	1991	2021	
72305	Peix	82568017600021	19	19272	TULLE	060.00288	600667.80	6465664.96	1973	2004	Oui	BOURG ET COMPAGNIE	10 04 2004	Gneiss	1973	2004	
72309	Combe Longue	82568017600021	19	19273	TURENNE		588351.03	6440372.42	1978	2004	Oui	BOURG ET COMPAGNIE MENDES DANIEL MENDES MANUEL	10 04 2004	Roche calcaire	1978	2004	
72313	Les Garillières		86	86291	VILLEMORT		541095.23	6606828.10	1988	1998	Non	MICHEL PAIN - LES SABLES DE LA GARTEMPE	22 06 1998	Roche calcaire	1988	1998	
72314	Faucou	30202014400465	19	19276	UZERCHE	060.00122	588412.86	6480967.06	1972	2038	Oui	TARMAC GRANULATS TRMC PIGEON DANIEL	26 11 2038	Gneiss	1965	2038	
72319	Pied Bouquet		30	30148	LIOUC	066.00573	777036.84	6310403.69	1971	2022	Oui	TERRISSE FRERES	26 03 2022	Roche calcaire	1973	2022	
72321	Port de Salles		86	86289	LE VIGEANT	072.01745	519686.93	6568943.58	1972	2002	Non	MOREAU ET FILS M. MOREAU REMY	10 12 2007	Granite, granodiorite, etc	1972	2002	
72322	Les Chauzes		19	19280	VEGENNES	060.00123	599471.08	6431555.45	1976	2011	Oui	CARRIERE DU ROC DE LA DAME MTE DESCARGUES GUY	17 04 1991	Roche calcaire	1976	2010	
72324	Les Baudrans		03	03155	LURCY-LEVIS	056.00564	693831.03	6626118.14	1994	2014	Oui	CENTRE VOIRIE CARRIERES DU BOCAGES BOURBONNAIS CARRIERES DE POUZY	07 11 2014	Roche calcaire	1994	2014	
72326	Lacau		30	30340	VALLIGUIERES	066.00799	827086.36	6323588.35	1981	2021	Oui	PROVENCALE	05 06 2021	Roche calcaire	1981	2020	
72331	Les Broussiers		15	15003	ALLY	056.00675	646582.06	6454866.94	1983	2008	Oui	CROUTE ENTREPRISE CROUTE MOISE	20 07 2008	Schiste	1983	2008	
72333	Bois de Ceyrat	34926115600013	19	19288	VOUTEZAC	060.00124	576011.59	6469249.63	1981	2017	Oui	CARRIERES DU BASSIN DE BRIVE ENTREPRISE R. SIORAT ET CIE	18 08 2017	Cornéenne	1981	2017	
72334	Cabrières et Bertenas (1)		34	34235	ROSIS	066.01190	701342.00	6278152.35	1986	2019	Oui	CARMINATI ET FILS	06 01 2019	Gneiss	1986	2018	
72336	Lacau		30	30340	VALLIGUIERES	066.00800	827048.50	6323376.54	1976	2020	Oui	LAFARGE GRANULATS SUD RHONE DURANCE GRANULATS GRANULATS SUD SA REDLAND GRANULATS SUD CALLET ET FRERES DEVILLE	18 10 1990	Roche calcaire	1977	2019	
72340	La Peyrière		34	34202	PIGNAN	066.01168	763404.11	6276895.57	1973	2018	Oui	BIOCAMA COULET PIERRE	20 03 2018	Roche calcaire	1973	2017	
72341	Viaube et Savoie		30	30207	POUZILHAC	066.00662	827025.33	6326757.32	1976	2017	Oui	PROVENCALE DEVILLE-SUREDA	21 01 2017	Roche calcaire	2002	2017	1 Internet AP
72346	Fontenille	41239570900022	19	19273	TURENNE		585474.51	6439902.01	1974	2006	Oui	EUROVIA POITOU-CHARENTES LIMOUSIN SOCIETE COCHERY BOURDIN ET CHAUSSE MARSAUD SNC ENTREPRISE MARSAUD MARCEL	29 06 2006	Roche calcaire	1974	2006	
72348	Les Chaumiaux		03	03170	MEILLERS	056.00577	708390.26	6602256.80	1974	2034	Oui	CONCASSAGE EXTRACT RECYCL FOURNITURES QUARTZITES DE MEILLERS	13 02 2034	Quartzite	1974	2034	
72349	Les Escaravassons		30	30073	CASTILLON-DU-GARD	066.00505	823243.09	6321057.43	1983	1998	Oui	THOMANN FRANCOIS URBANIAK COLPIN ET URBANIAK	11 07 1998	Roche calcaire	1983	1998	
72350	Carrière du Sailhant, Le Croisement		15	15004	ANDELAT	056.00680	703951.86	6440369.07	1973	2013	Oui	BRUN FILS TP BRUN RENE ALBISSON MAURICE	21 09 2013	Basalte	1973	2013	
72351	Vallée de la Ruette, Les Carrières		86	86233	VALDIVIENNE	072.01809	519012.43	6599677.63	1995	2010	Oui	CARRIERES DE VALDIVIENNE LA PIERRE DE LAVOUX	22 09 2010	Roche calcaire	1995	2010	
72354	Les Clos		19	19273	TURENNE		586932.92	6442614.91	1973	1998	Oui	PIMONT CHRISTIAN PIMONT EMILE	10 10 1998	Roche calcaire	1973	1998	
72355	Les Camps		15	15011	ARNAC	056.00684	640861.44	6440775.35	1988	2018	Oui	VERGNE FRERES GINIOUX FLAMARY	30 06 2018	Basalte	1988	2018	
72356	Larrat, La Noyerée et Le Corbillon		03	03179	MONTAIGU-LE-BLIN	056.00583	739240.36	6578055.15	2000	2032	Oui	VICAT	08 07 2032	Roche calcaire	2000	2032	
72357	Noual		19	19273	TURENNE		586414.98	6441610.07	1973	1993	Oui	PIMONT CHRISTIAN PIMONT EMILE	01 02 1993	Roche calcaire	1973	1993	
72358	Coste Belle		30	30073	CASTILLON-DU-GARD	066.00506	823052.55	6321492.15	1978	2023	Oui	SOCIETE MERIDIONNALE D'EXPLOITATION DES CARRIERES DE PIERRE	12 07 2023	Roche calcaire	1978	2023	
72360	Gondailly		03	03179	MONTAIGU-LE-BLIN	056.00623	740739.46	6575180.92	1990	2020	Oui	VICAT	29 01 2020	Roche calcaire	1990	2020	
72362	Les Côtes		03	03217	SAINT-ANGEL	056.00617	677010.06	6583631.91	1975	2035	Oui	LAUVERGNE-COLLINET LAUVERGNE	20 10 2035	Migmatite	1975	2035	
72363	Petits Roussils		86	86297	VOUNEUIL-SOUS-BIARD	072.06622	490500.51	6615583.31	1973	2003	Non	LAMOUR	18 10 2007	Roche calcaire	1973	2003	
72365	Sagu		15	15036	CHALVIGNAC	056.00691	642124.74	6460369.61	1991	2022	Oui	CROUTE ENTREPRISE CROUTE MOISE	24 05 2022	Schiste	1991	2022	
72369	Puy de Prodelle		15	15037	CHAMPAGNAC	056.00693	654006.52	6472398.67	1999	2021	Oui	BOS	16 01 2021	Basalte	1999	2021	
72370	Le Petit Plamboux		86	86235	SAINT-MAURICE-LA-CLOUERE		504382.83	6590258.22	1991	1999	Non	ARLAUD PASCAL	22 11 1999	Marne	1991	1999	
72372	La Bouchère		11	11205	LIMOUSIS		652408.92	6249452.56	1983	1999	Non	SOCIÉTÉ D'EXPLOITATION DE LA PYROMÉTALLURGIE DE SALSIGNE	14 05 1999	Roche calcaire	1983	1998	
72373	Chemin de la Chapelle-Coste Belle		30	30346	VERS-PONT-DU-GARD	066.00819	822722.95	6321096.01	1991	2021	Oui	SOCIETE DES CARRIERES DE CASTILLON	21 10 2021	Roche calcaire	1980	2021	
72375	Le Bois Trayon		03	03250	SAINT-PIERRE-LAVAL	056.01397	756979.44	6568805.60	1998	2018	Oui	CONCASSAGE EXTRACT RECYCL FOURNITURES	30 01 2018	Autres substances - indéterminées	1998	2018	
72376	Le Chesne Boutin, Petites Pigeonneries		86	86038	BRION	072.01741	505864.67	6588012.74	1991	2018	Non	MICHEL PAIN - LES SABLES DE LA GARTEMPE M. GUIGNER LUCIEN	06 12 2007	Marne	1991	2003	
72379	Ribassou		15	15068	FAVEROLLES	056.00704	710567.29	6426050.62	1993	2018	Oui	DELMAS	29 11 2018	Basalte	1993	2018	
72381	Brau-Est		11	11323	ROQUETAILLADE		635213.47	6211805.26	1992	1999	Non	CASTAING DANIEL	08 08 1999	Roche calcaire	1990	1999	
72382	Combes du Bon temps		30	30136	JUNAS	066.00557	790042.80	6298120.19	1985	2015	Oui	ATELIER DE LA PIERRE	26 07 2015	Roche calcaire	1985	2015	
72385	Sarcin		30	30092	CONNAUX	066.00520	828591.89	6333619.10	1979	2020	Oui	SOCIETE ENTERPRISE DE MACONNERIE ET DE TRAVAUX PUBLICS CARMINATI FRERES ET CIE	08 04 2020	Roche calcaire	1979	2020	
72389	Devèze de Bouzanquet		30	30075	CAVEIRAC	066.00437	803512.40	6303655.86	1976	2024	Oui	GSM GRANULATS ET SABLES DE MEDITERRANEE GRANULATS SUD REDLAND GRANULATS SUD GRAVIGARD	11 04 2024	Roche calcaire	1976	2024	
72390	La Courte		03	03257	SAINT-PRIX	056.00541	751026.24	6570663.38	1998	2018	Oui	CARRIERES VIALLET VIALLET MICHEL	15 01 2018	Autres substances - indéterminées	1998	2018	
